,base,equity,message,realised_pnl,total_commission,unrealised_pnl
2014-10-23,1000000.0,1921976.2837054408,MTM,1253743.808894813,24.0,-331743.5251893721
2014-10-24,1000000.0,1859547.4744031301,MTM,1253743.808894813,24.0,-394172.334491683
2014-10-27,1000000.0,1872931.3257542667,MTM,1253743.808894813,24.0,-380788.48314054636
2014-10-28,1000000.0,1766675.1921665908,MTM,1253743.808894813,24.0,-487044.6167282222
2014-10-29,1000000.0,1779151.871004859,MTM,1253743.808894813,24.0,-474567.937889954
2014-10-30,1000000.0,1723120.3540100814,MTM,1253743.808894813,24.0,-530599.4548847318
2014-10-31,1000000.0,1616955.0461073732,MTM,1253743.808894813,24.0,-636764.76278744
2014-11-03,1000000.0,1618043.8745271536,MTM,1253743.808894813,24.0,-635675.9343676595
2014-11-04,1000000.0,1643950.3733383722,MTM,1253743.808894813,24.0,-609769.4355564408
2014-11-05,1000000.0,1591911.4162567107,MTM,1253743.808894813,24.0,-661808.3926381024
2014-11-06,1000000.0,1557248.8659023286,MTM,1253743.808894813,24.0,-696470.9429924844
2014-11-07,1000000.0,1554027.237706141,MTM,1253743.808894813,24.0,-699692.5711886721
2014-11-10,1000000.0,1525262.9760233993,MTM,1253743.808894813,24.0,-728456.8328714138
2014-11-11,1000000.0,1518820.2731418698,MTM,1253743.808894813,24.0,-734899.5357529434
2014-11-12,1000000.0,1525306.3911343715,MTM,525332.3911343715,26.0,0.0
2014-11-13,1000000.0,1531272.2551794024,MTM,525332.3911343715,26.0,5965.864045030778
2014-11-14,1000000.0,1533979.044829561,MTM,525332.3911343715,26.0,8672.6536951894
2014-11-17,1000000.0,1542265.3047026927,MTM,525332.3911343715,26.0,16958.91356832102
2014-11-18,1000000.0,1600159.2093394827,MTM,525332.3911343715,26.0,74852.8182051112
2014-11-19,1000000.0,1583144.324847806,MTM,525332.3911343715,26.0,57837.93371343443
2014-11-20,1000000.0,1605406.9032413105,MTM,525332.3911343715,26.0,80100.512106939
2014-11-21,1000000.0,1664791.7656654206,MTM,525332.3911343715,26.0,139485.37453104896
2014-11-24,1000000.0,1697439.1434383136,MTM,525332.3911343715,26.0,172132.75230394208
2014-11-25,1000000.0,1684292.2574345479,MTM,525332.3911343715,26.0,158985.86630017633
2014-11-26,1000000.0,1716332.7329618123,MTM,525332.3911343715,26.0,191026.3418274408
2014-11-28,1000000.0,1687220.2349815846,MTM,525332.3911343715,26.0,161913.84384721305
2014-12-01,1000000.0,1609218.25685673,MTM,525332.3911343715,26.0,83911.86572235837
2014-12-02,1000000.0,1681640.7647586104,MTM,525332.3911343715,26.0,156334.3736242388
2014-12-03,1000000.0,1724618.992834944,MTM,525332.3911343715,26.0,199312.60170057244
2014-12-04,1000000.0,1711304.8735344196,MTM,525332.3911343715,26.0,185998.48240004794
2014-12-05,1000000.0,1730364.3484564077,MTM,525332.3911343715,26.0,205057.95732203612
2014-12-08,1000000.0,1647169.978928115,MTM,525332.3911343715,26.0,121863.58779374356
2014-12-09,1000000.0,1644463.1837537852,MTM,525332.3911343715,26.0,119156.79261941358
2014-12-10,1000000.0,1458408.735954554,MTM,525332.3911343715,26.0,-66897.6551798175
2014-12-11,1000000.0,1509175.5621843846,MTM,525332.3911343715,26.0,-16130.828949986879
2014-12-12,1000000.0,1326877.844975489,MTM,525332.3911343715,26.0,-198428.54615888256
2014-12-15,1000000.0,1256721.1154007982,MTM,525332.3911343715,26.0,-268585.2757335735
2014-12-16,1000000.0,1163417.7463667362,MTM,525332.3911343715,26.0,-361888.6447676352
2014-12-17,1000000.0,1385213.4404085581,MTM,525332.3911343715,26.0,-140092.95072581348
2014-12-18,1000000.0,1652251.7819072832,MTM,525332.3911343715,26.0,126945.39077291184
2014-12-19,1000000.0,1704289.0630250368,MTM,525332.3911343715,26.0,178982.67189066525
2014-12-22,1000000.0,1747875.5467694434,MTM,525332.3911343715,26.0,222569.15563507192
2014-12-23,1000000.0,1767927.6493341522,MTM,525332.3911343715,26.0,242621.25819978068
2014-12-24,1000000.0,1766325.4236492543,MTM,525332.3911343715,26.0,241019.03251488283
2014-12-26,1000000.0,1804387.734144909,MTM,525332.3911343715,26.0,279081.3430105376
2014-12-29,1000000.0,1814331.5111529834,MTM,525332.3911343715,26.0,289025.12001861184
2014-12-30,1000000.0,1757874.62627591,MTM,525332.3911343715,26.0,232568.2351415386
2014-12-31,1000000.0,1639380.0273521724,MTM,525332.3911343715,26.0,114073.63621780089
2015-01-02,1000000.0,1635513.376762533,MTM,525332.3911343715,26.0,110206.98562816168
2015-01-05,1000000.0,1427694.006765257,MTM,525332.3911343715,26.0,-97612.38436911449
2015-01-06,1000000.0,1328424.7736861657,MTM,525332.3911343715,26.0,-196881.61744820577
2015-01-07,1000000.0,1457082.9840924114,MTM,525332.3911343715,26.0,-68223.40704196013
2015-01-08,1000000.0,1657278.298960577,MTM,525332.3911343715,26.0,131971.90782620548
2015-01-09,1000000.0,1561545.2935724217,MTM,525332.3911343715,26.0,36238.902438050136
2015-01-12,1000000.0,1470119.9556210483,MTM,525332.3911343715,26.0,-55186.43551332304
2015-01-13,1000000.0,1441228.6344893537,MTM,525332.3911343715,26.0,-84077.7566450179
2015-01-14,1000000.0,1376264.307366442,MTM,525332.3911343715,26.0,-149042.0837679295
2015-01-15,1000000.0,1273514.8175197693,MTM,525332.3911343715,26.0,-251791.5736146022
2015-01-16,1000000.0,1421286.4519239499,MTM,525332.3911343715,26.0,-104019.93921042162
2015-01-20,1000000.0,1438577.141813416,MTM,525332.3911343715,26.0,-86729.24932095542
2015-01-21,1000000.0,1491443.1814986407,MTM,525332.3911343715,26.0,-33863.20963573071
2015-01-22,1000000.0,1662857.7636593787,MTM,525332.3911343715,26.0,137551.37252500714
2015-01-23,1000000.0,1600269.7977637497,MTM,525332.3911343715,26.0,74963.40662937827
2015-01-26,1000000.0,1629382.30126815,MTM,525332.3911343715,26.0,104075.91013377863
2015-01-27,1000000.0,1477246.354554697,MTM,525332.3911343715,26.0,-48060.03657967452
2015-01-28,1000000.0,1325939.1664087153,MTM,525332.3911343715,26.0,-199367.22472565636
2015-01-29,1000000.0,1431395.4459055464,MTM,525332.3911343715,26.0,-93910.94522882503
2015-01-30,1000000.0,1286330.601151522,MTM,525332.3911343715,26.0,-238975.7899828495
2015-02-02,1000000.0,1429185.6440258878,MTM,525332.3911343715,26.0,-96120.74710848369
2015-02-03,1000000.0,1590381.3122057228,MTM,525332.3911343715,26.0,65074.92107135129
2015-02-04,1000000.0,1543315.2511670445,MTM,525332.3911343715,26.0,18008.860032672943
2015-02-05,1000000.0,1659378.1863651057,MTM,525332.3911343715,26.0,134071.79523073422
2015-02-06,1000000.0,1620432.4942768982,MTM,525332.3911343715,26.0,95126.10314252673
2015-02-09,1000000.0,1572206.566774563,MTM,525332.3911343715,26.0,46900.175640191424
2015-02-10,1000000.0,1692910.2936288258,MTM,525332.3911343715,26.0,167603.90249445438
2015-02-11,1000000.0,1692578.5173076794,MTM,525332.3911343715,26.0,167272.12617330794
2015-02-12,1000000.0,1802785.5029358412,MTM,525332.3911343715,26.0,277479.11180146964
2015-02-13,1000000.0,1849796.2725244735,MTM,525332.3911343715,26.0,324489.881390102
2015-02-17,1000000.0,1868302.7942767786,MTM,525332.3911343715,26.0,342996.403142407
2015-02-18,1000000.0,1864655.9781615743,MTM,525332.3911343715,26.0,339349.58702720277
2015-02-19,1000000.0,1852337.176776144,MTM,525332.3911343715,26.0,327030.78564177244
2015-02-20,1000000.0,1923323.344391616,MTM,525332.3911343715,26.0,398016.95325724443
2015-02-23,1000000.0,1919787.1167006788,MTM,525332.3911343715,26.0,394480.72556630726
2015-02-24,1000000.0,1951938.1806522103,MTM,525332.3911343715,26.0,426631.7895178388
2015-02-25,1000000.0,1942989.7215592302,MTM,525332.3911343715,26.0,417683.3304248587
2015-02-26,1000000.0,1925753.6546948468,MTM,525332.3911343715,26.0,400447.2635604752
2015-02-27,1000000.0,1891282.8688643514,MTM,525332.3911343715,26.0,365976.47772997996
2015-03-02,1000000.0,1962488.8709542584,MTM,525332.3911343715,26.0,437182.47981988685
2015-03-03,1000000.0,1909402.3173212903,MTM,525332.3911343715,26.0,384095.9261869187
2015-03-04,1000000.0,1858303.714770312,MTM,525332.3911343715,26.0,332997.3236359404
2015-03-05,1000000.0,1872169.4448664177,MTM,525332.3911343715,26.0,346863.0537320462
2015-03-06,1000000.0,1707659.405317487,MTM,525332.3911343715,26.0,182353.0141831155
2015-03-09,1000000.0,1752791.4698742975,MTM,525332.3911343715,26.0,227485.0787399259
2015-03-10,1000000.0,1557954.4428564005,MTM,525332.3911343715,26.0,32648.051722029024
2015-03-11,1000000.0,1536299.4406576592,MTM,525332.3911343715,26.0,10993.049523287731
2015-03-12,1000000.0,1678325.7194403799,MTM,525332.3911343715,26.0,153019.3283060084
2015-03-13,1000000.0,1608997.074484023,MTM,525332.3911343715,26.0,83690.6833496516
2015-03-16,1000000.0,1762514.064509665,MTM,525332.3911343715,26.0,237207.67337529335
2015-03-17,1000000.0,1724342.5134880173,MTM,525332.3911343715,26.0,199036.12235364583
2015-03-18,1000000.0,1863662.0026205794,MTM,525332.3911343715,26.0,338355.61148620787
2015-03-19,1000000.0,1807149.8207692862,MTM,525332.3911343715,26.0,281843.4296349148
2015-03-20,1000000.0,1911170.433928845,MTM,525332.3911343715,26.0,385864.0427944736
2015-03-23,1000000.0,1890840.504118938,MTM,525332.3911343715,26.0,365534.1129845664
2015-03-24,1000000.0,1819468.616630544,MTM,525332.3911343715,26.0,294162.22549617256
2015-03-25,1000000.0,1651257.811890461,MTM,525332.3911343715,26.0,125951.42075608953
2015-03-26,1000000.0,1624188.5509180978,MTM,525332.3911343715,26.0,98882.15978372625
2015-03-27,1000000.0,1651091.9264919742,MTM,525332.3911343715,26.0,125785.53535760261
2015-03-30,1000000.0,1790411.4101003637,MTM,525332.3911343715,26.0,265105.018965992
2015-03-31,1000000.0,1689042.2951409149,MTM,525332.3911343715,26.0,163735.90400654337
2015-04-01,1000000.0,1643744.339661445,MTM,525332.3911343715,26.0,118437.94852707346
2015-04-02,1000000.0,1683905.189663354,MTM,525332.3911343715,26.0,158598.79852898265
2015-04-06,1000000.0,1759366.2580123683,MTM,525332.3911343715,26.0,234059.8668779968
2015-04-07,1000000.0,1735667.3393324527,MTM,525332.3911343715,26.0,210360.94819808126
2015-04-08,1000000.0,1766436.0120735238,MTM,525332.3911343715,26.0,241129.6209391524
2015-04-09,1000000.0,1817700.5055471617,MTM,525332.3911343715,26.0,292394.1144127903
2015-04-10,1000000.0,1877804.212063612,MTM,525332.3911343715,26.0,352497.8209292403
2015-04-13,1000000.0,1824605.7221081047,MTM,525332.3911343715,26.0,299299.3309737333
2015-04-14,1000000.0,1843444.0146573838,MTM,525332.3911343715,26.0,318137.62352301215
2015-04-15,1000000.0,1903048.7115559261,MTM,525332.3911343715,26.0,377742.32042155456
2015-04-16,1000000.0,1893989.6585145087,MTM,525332.3911343715,26.0,368683.2673801373
2015-04-17,1000000.0,1762458.7730596177,MTM,525332.3911343715,26.0,237152.38192524613
2015-04-20,1000000.0,1868633.2171754804,MTM,525332.3911343715,26.0,343326.82604110905
2015-04-21,1000000.0,1851453.7951835888,MTM,525332.3911343715,26.0,326147.4040492172
2015-04-22,1000000.0,1910396.2928622852,MTM,525332.3911343715,26.0,385089.90172791365
2015-04-23,1000000.0,1937851.2737075703,MTM,525332.3911343715,26.0,412544.88257319876
2015-04-24,1000000.0,1964146.388089201,MTM,525332.3911343715,26.0,438839.9969548295
2015-04-27,1000000.0,1915699.2837383328,MTM,525332.3911343715,26.0,390392.8926039613
2015-04-28,1000000.0,1947960.941638304,MTM,525332.3911343715,26.0,422654.5505039325
2015-04-29,1000000.0,1904265.2173679022,MTM,525332.3911343715,26.0,378958.8262335306
2015-04-30,1000000.0,1786378.8741122375,MTM,525332.3911343715,26.0,261072.4829778659
2015-05-01,1000000.0,1912219.7009198873,MTM,525332.3911343715,26.0,386913.30978551577
2015-05-04,1000000.0,1946469.3043776758,MTM,525332.3911343715,26.0,421162.91324330424
2015-05-05,1000000.0,1808199.0877603285,MTM,525332.3911343715,26.0,282892.696625957
2015-05-06,1000000.0,1756768.7088882036,MTM,525332.3911343715,26.0,231462.31775383218
2015-05-07,1000000.0,1800134.0102599035,MTM,525332.3911343715,26.0,274827.6191255321
2015-05-08,1000000.0,1955363.8199188805,MTM,525332.3911343715,26.0,430057.4287845089
2015-05-11,1000000.0,1895868.3635463307,MTM,525332.3911343715,26.0,370561.97241195926
2015-05-12,1000000.0,1861563.463114325,MTM,525332.3911343715,26.0,336257.07197995344
2015-05-13,1000000.0,1858027.2354233852,MTM,525332.3911343715,26.0,332720.84428901377
2015-05-14,1000000.0,1982984.6861626524,MTM,525332.3911343715,26.0,457678.295028281
2015-05-15,1000000.0,1991988.4367056799,MTM,525332.3911343715,26.0,466682.0455713083
2015-05-18,1000000.0,2027729.6774240965,MTM,525332.3911343715,26.0,502423.2862897251
2015-05-19,1000000.0,2020162.261643305,MTM,525332.3911343715,26.0,494855.87050893356
2015-05-20,1000000.0,2009224.509094236,MTM,525332.3911343715,26.0,483918.11795986444
2015-05-21,1000000.0,2036679.4844153486,MTM,525332.3911343715,26.0,511373.093280977
2015-05-22,1000000.0,2010384.3700337177,MTM,525332.3911343715,26.0,485077.97889934626
2015-05-26,1000000.0,1889625.3462052362,MTM,525332.3911343715,26.0,364318.9550708647
2015-05-27,1000000.0,1996131.5666422457,MTM,525332.3911343715,26.0,470825.1755078741
2015-05-28,1000000.0,1981271.8665293176,MTM,525332.3911343715,26.0,455965.47539494594
2015-05-29,1000000.0,1907247.1384667142,MTM,525332.3911343715,26.0,381940.7473323427
2015-06-01,1000000.0,1931222.5309693813,MTM,525332.3911343715,26.0,405916.13983500976
2015-06-02,1000000.0,1919456.6938019767,MTM,525332.3911343715,26.0,394150.3026676052
2015-06-03,1000000.0,1944149.582498712,MTM,525332.3911343715,26.0,418843.19136434054
2015-06-04,1000000.0,1843444.0146573838,MTM,525332.3911343715,26.0,318137.62352301215
2015-06-05,1000000.0,1826816.1979369007,MTM,525332.3911343715,26.0,301509.8068025291
2015-06-08,1000000.0,1751963.3797317895,MTM,525332.3911343715,26.0,226656.9885974179
2015-06-09,1000000.0,1756768.7088882036,MTM,525332.3911343715,26.0,231462.31775383218
2015-06-10,1000000.0,1895149.5194539907,MTM,525332.3911343715,26.0,369843.12831961917
2015-06-11,1000000.0,1915368.855315458,MTM,525332.3911343715,26.0,390062.46418108663
2015-06-12,1000000.0,1833887.2998963306,MTM,525332.3911343715,26.0,308580.908761959
2015-06-15,1000000.0,1780412.3361180695,MTM,525332.3911343715,26.0,255105.94498369796
2015-06-16,1000000.0,1845929.6219348344,MTM,525332.3911343715,26.0,320623.23080046277
2015-06-17,1000000.0,1868854.3995481874,MTM,525332.3911343715,26.0,343548.0084138158
2015-06-18,1000000.0,1983757.473806768,MTM,525332.3911343715,26.0,458451.0826723965
2015-06-19,1000000.0,1921610.524758281,MTM,525332.3911343715,26.0,396304.1336239094
2015-06-22,1000000.0,1992651.9893479727,MTM,525332.3911343715,26.0,467345.5982136012
2015-06-23,1000000.0,2000108.8111803245,MTM,525332.3911343715,26.0,474802.420045953
2015-06-24,1000000.0,1913821.9266047827,MTM,525332.3911343715,26.0,388515.5354704111
2015-06-25,1000000.0,1879185.2553758004,MTM,525332.3911343715,26.0,353878.86424142896
2015-06-26,1000000.0,1874655.0521438683,MTM,525332.3911343715,26.0,349348.66100949683
2015-06-29,1000000.0,1632419.5193411822,MTM,525332.3911343715,26.0,107113.12820681064
2015-06-30,1000000.0,1662637.9291849437,MTM,525332.3911343715,26.0,137331.53805057218
2015-07-01,1000000.0,1741687.8264025687,MTM,525332.3911343715,26.0,216381.43526819724
2015-07-02,1000000.0,1738150.9466099034,MTM,738178.9466099034,28.0,-0.0
2015-07-06,1000000.0,1778399.3218867548,MTM,738178.9466099034,28.0,40248.37527685149
2015-07-07,1000000.0,1715266.3417334587,MTM,738178.9466099034,28.0,-22884.604876444733
2015-07-08,1000000.0,1889207.3330877714,MTM,738178.9466099034,28.0,151056.38647786796
2015-07-09,1000000.0,1865971.7049959055,MTM,738178.9466099034,28.0,127820.75838600223
2015-07-10,1000000.0,1738953.4631858936,MTM,738178.9466099034,28.0,802.516575990234
2015-07-13,1000000.0,1623628.6866307643,MTM,738178.9466099034,28.0,-114522.25997913904
2015-07-14,1000000.0,1576706.5543605788,MTM,738178.9466099034,28.0,-161444.39224932445
2015-07-15,1000000.0,1584485.4578581275,MTM,738178.9466099034,28.0,-153665.4887517759
2015-07-16,1000000.0,1499722.49502058,MTM,738178.9466099034,28.0,-238428.45158932346
2015-07-17,1000000.0,1487929.7791133218,MTM,738178.9466099034,28.0,-250221.16749658153
2015-07-20,1000000.0,1479698.7750180606,MTM,738178.9466099034,28.0,-258452.17159184278
2015-07-21,1000000.0,1525216.8094080738,MTM,738178.9466099034,28.0,-212934.13720182958
2015-07-22,1000000.0,1550610.6586689055,MTM,738178.9466099034,28.0,-187540.287940998
2015-07-23,1000000.0,1610832.5238941892,MTM,738178.9466099034,28.0,-127318.42271571426
2015-07-24,1000000.0,1723748.521191596,MTM,738178.9466099034,28.0,-14402.425418307223
2015-07-27,1000000.0,1784020.616470967,MTM,738178.9466099034,28.0,45869.6698610636
2015-07-28,1000000.0,1655496.5821243757,MTM,738178.9466099034,28.0,-82654.36448552759
2015-07-29,1000000.0,1578612.9929295273,MTM,738178.9466099034,28.0,-159537.9536803761
2015-07-30,1000000.0,1578312.812023825,MTM,738178.9466099034,28.0,-159838.13458607838
2015-07-31,1000000.0,1602350.3444360516,MTM,738178.9466099034,28.0,-135800.60217385177
2015-08-03,1000000.0,1631457.825200888,MTM,738178.9466099034,28.0,-106693.12140901524
2015-08-04,1000000.0,1655144.9466533253,MTM,738178.9466099034,28.0,-83005.99995657799
2015-08-05,1000000.0,1622424.2995111463,MTM,738178.9466099034,28.0,-115726.6470987572
2015-08-06,1000000.0,1704123.4422029555,MTM,704153.4422029555,30.0,0.0
2015-08-07,1000000.0,1668158.8113491428,MTM,704153.4422029555,30.0,-35964.63085381265
2015-08-10,1000000.0,1827927.6550469333,MTM,704153.4422029555,30.0,123804.21284397789
2015-08-11,1000000.0,1707185.597958636,MTM,704153.4422029555,30.0,3062.155755680656
2015-08-12,1000000.0,1719073.6434936898,MTM,704153.4422029555,30.0,14950.201290734396
2015-08-13,1000000.0,1703099.744946004,MTM,703131.7449460038,32.0,-0.0
2015-08-14,1000000.0,1658286.3649056377,MTM,703131.7449460038,32.0,-44813.380040366246
2015-08-17,1000000.0,1598353.5182144549,MTM,703131.7449460038,32.0,-104746.22673154897
2015-08-18,1000000.0,1628705.2087580408,MTM,703131.7449460038,32.0,-74394.53618796286
2015-08-19,1000000.0,1723882.8065610053,MTM,703131.7449460038,32.0,20783.061615001672
2015-08-20,1000000.0,1965156.6202412196,MTM,703131.7449460038,32.0,262056.87529521596
2015-08-21,1000000.0,2321677.594632239,MTM,703131.7449460038,32.0,618577.8496862354
2015-08-24,1000000.0,2748799.486860696,MTM,703131.7449460038,32.0,1045699.7419146925
2015-08-25,1000000.0,2889560.333784452,MTM,703131.7449460038,32.0,1186460.5888384483
2015-08-26,1000000.0,2488721.3150383797,MTM,703131.7449460038,32.0,785621.5700923759
2015-08-27,1000000.0,2229468.052038626,MTM,703131.7449460038,32.0,526368.3070926218
2015-08-28,1000000.0,2222815.1108364654,MTM,703131.7449460038,32.0,519715.36589046137
2015-08-31,1000000.0,2314584.346489949,MTM,703131.7449460038,32.0,611484.6015439453
2015-09-01,1000000.0,2635310.8651557756,MTM,703131.7449460038,32.0,932211.1202097716
2015-09-02,1000000.0,2442809.180089809,MTM,703131.7449460038,32.0,739709.4351438052
2015-09-03,1000000.0,2430327.5301955338,MTM,703131.7449460038,32.0,727227.7852495298
2015-09-04,1000000.0,2594787.126460715,MTM,703131.7449460038,32.0,891687.3815147112
2015-09-08,1000000.0,2329815.2342531146,MTM,703131.7449460038,32.0,626715.4893071108
2015-09-09,1000000.0,2480308.4877037806,MTM,703131.7449460038,32.0,777208.7427577769
2015-09-10,1000000.0,2423949.1113915336,MTM,703131.7449460038,32.0,720849.3664455296
2015-09-11,1000000.0,2375782.4089438217,MTM,703131.7449460038,32.0,672682.6639978177
2015-09-14,1000000.0,2419880.2943303334,MTM,703131.7449460038,32.0,716780.5493843295
2015-09-15,1000000.0,2282088.8387455326,MTM,703131.7449460038,32.0,578989.0937995287
2015-09-16,1000000.0,2187404.575182714,MTM,703131.7449460038,32.0,484304.8302367101
2015-09-17,1000000.0,2215502.3800381497,MTM,703131.7449460038,32.0,512402.63509214594
2015-09-18,1000000.0,2392387.915641432,MTM,703131.7449460038,32.0,689288.1706954284
2015-09-21,1000000.0,2343231.86145727,MTM,703131.7449460038,32.0,640132.1165112661
2015-09-22,1000000.0,2476459.8241126467,MTM,703131.7449460038,32.0,773360.0791666429
2015-09-23,1000000.0,2498343.647579495,MTM,703131.7449460038,32.0,795243.9026334912
2015-09-24,1000000.0,2534193.819359339,MTM,703131.7449460038,32.0,831094.0744133352
2015-09-25,1000000.0,2539142.579486758,MTM,703131.7449460038,32.0,836042.834540754
2015-09-28,1000000.0,2811701.7248908337,MTM,703131.7449460038,32.0,1108601.97994483
2015-09-29,1000000.0,2798945.558096873,MTM,703131.7449460038,32.0,1095845.8131508694
2015-09-30,1000000.0,2601329.9936770806,MTM,703131.7449460038,32.0,898230.2487310767
2015-10-01,1000000.0,2580491.2270043795,MTM,703131.7449460038,32.0,877391.4820583756
2015-10-02,1000000.0,2429062.9907453586,MTM,703131.7449460038,32.0,725963.2457993546
2015-10-05,1000000.0,2232822.039761536,MTM,703131.7449460038,32.0,529722.2948155319
2015-10-06,1000000.0,2272026.199264286,MTM,703131.7449460038,32.0,568926.4543182822
2015-10-07,1000000.0,2184545.93414207,MTM,703131.7449460038,32.0,481446.18919606594
2015-10-08,1000000.0,2087772.222306515,MTM,703131.7449460038,32.0,384672.4773605111
2015-10-09,1000000.0,2079744.6621699096,MTM,703131.7449460038,32.0,376644.9172239056
2015-10-12,1000000.0,2065613.8764415039,MTM,703131.7449460038,32.0,362514.13149549987
2015-10-13,1000000.0,2141327.9973202515,MTM,703131.7449460038,32.0,438228.25237424794
2015-10-14,1000000.0,2193288.323616965,MTM,703131.7449460038,32.0,490188.57867096143
2015-10-15,1000000.0,2030423.4997562924,MTM,703131.7449460038,32.0,327323.7548102886
2015-10-16,1000000.0,1979562.5991818253,MTM,703131.7449460038,32.0,276462.8542358215
2015-10-19,1000000.0,1976538.1681007352,MTM,703131.7449460038,32.0,273438.4231547316
2015-10-20,1000000.0,1992428.839961581,MTM,703131.7449460038,32.0,289329.0950155771
2015-10-21,1000000.0,2057476.2423191033,MTM,703131.7449460038,32.0,354376.49737309956
2015-10-22,1000000.0,1872892.032406996,MTM,703131.7449460038,32.0,169792.28746099226
2015-10-23,1000000.0,1748407.1355390307,MTM,703131.7449460038,32.0,45307.39059302694
2015-10-26,1000000.0,1770235.9192637466,MTM,703131.7449460038,32.0,67136.17431774284
2015-10-27,1000000.0,1799323.0703571578,MTM,703131.7449460038,32.0,96223.32541115388
2015-10-28,1000000.0,1664829.226623528,MTM,703131.7449460038,32.0,-38270.518322475815
2015-10-29,1000000.0,1669998.8165335276,MTM,703131.7449460038,32.0,-33100.92841247621
2015-10-30,1000000.0,1725255.4254954504,MTM,725289.4254954505,34.0,0.0
2015-11-02,1000000.0,1885370.6424568421,MTM,725289.4254954505,34.0,160115.21696139174
2015-11-03,1000000.0,1922594.6968594901,MTM,725289.4254954505,34.0,197339.2713640398
2015-11-04,1000000.0,1874086.7408437622,MTM,725289.4254954505,34.0,148831.31534831147
2015-11-05,1000000.0,1858651.5263341186,MTM,725289.4254954505,34.0,133396.10083866818
2015-11-06,1000000.0,1853917.5716657485,MTM,725289.4254954505,34.0,128662.14617029812
2015-11-09,1000000.0,1720196.907635377,MTM,725289.4254954505,34.0,-5058.5178600735335
2015-11-10,1000000.0,1740559.2336761006,MTM,725289.4254954505,34.0,15303.808180650269
2015-11-11,1000000.0,1696979.9650557346,MTM,725289.4254954505,34.0,-28275.46043971585
2015-11-12,1000000.0,1508719.1181193385,MTM,725289.4254954505,34.0,-216536.3073761121
2015-11-13,1000000.0,1360017.6332357381,MTM,725289.4254954505,34.0,-365237.79225971224
2015-11-16,1000000.0,1555540.899353363,MTM,725289.4254954505,34.0,-169714.52614208742
2015-11-17,1000000.0,1537707.0443105353,MTM,725289.4254954505,34.0,-187548.3811849153
2015-11-18,1000000.0,1752622.0986223368,MTM,725289.4254954505,34.0,27366.673126886235
2015-11-19,1000000.0,1737446.5385570787,MTM,725289.4254954505,34.0,12191.11306162819
2015-11-20,1000000.0,1788872.4504797994,MTM,725289.4254954505,34.0,63617.02498434902
2015-11-23,1000000.0,1772142.1284468682,MTM,725289.4254954505,34.0,46886.70295141777
2015-11-24,1000000.0,1788677.7112677698,MTM,725289.4254954505,34.0,63422.28577231945
2015-11-25,1000000.0,1786928.2036030325,MTM,725289.4254954505,34.0,61672.778107582184
2015-11-27,1000000.0,1794969.5861174138,MTM,725289.4254954505,34.0,69714.1606219635
2015-11-30,1000000.0,1732063.4510202643,MTM,725289.4254954505,34.0,6808.025524813746
2015-12-01,1000000.0,1876160.8117002025,MTM,725289.4254954505,34.0,150905.3862047522
2015-12-02,1000000.0,1726227.552176354,MTM,725289.4254954505,34.0,972.1266809036123
2015-12-03,1000000.0,1532390.4543553987,MTM,725289.4254954505,34.0,-192864.97114005202
2015-12-04,1000000.0,1805214.8699529534,MTM,725289.4254954505,34.0,79959.4444575028
2015-12-07,1000000.0,1710404.4351069333,MTM,725289.4254954505,34.0,-14850.990388517135
2015-12-08,1000000.0,1622986.2499068533,MTM,725289.4254954505,34.0,-102269.17558859717
2015-12-09,1000000.0,1519419.586785952,MTM,725289.4254954505,34.0,-205835.83870949844
2015-12-10,1000000.0,1549315.5156003563,MTM,725289.4254954505,34.0,-175939.90989509414
2015-12-11,1000000.0,1290821.9903278858,MTM,725289.4254954505,34.0,-434433.4351675648
2015-12-14,1000000.0,1352883.4556848644,MTM,725289.4254954505,34.0,-372371.969810586
2015-12-15,1000000.0,1492117.8288914217,MTM,725289.4254954505,34.0,-233137.59660402898
2015-12-16,1000000.0,1684464.2823173655,MTM,725289.4254954505,34.0,-40791.14317808495
2015-12-17,1000000.0,1482260.4476156598,MTM,725289.4254954505,34.0,-242994.97787979082
2015-12-18,1000000.0,1246594.3800137348,MTM,725289.4254954505,34.0,-478661.04548171576
2015-12-21,1000000.0,1347760.8137670932,MTM,725289.4254954505,34.0,-377494.6117283571
2015-12-22,1000000.0,1463323.8507375948,MTM,725289.4254954505,34.0,-261931.57475785576
2015-12-23,1000000.0,1627525.4588781563,MTM,725289.4254954505,34.0,-97729.96661729412
2015-12-24,1000000.0,1606124.5150598916,MTM,725289.4254954505,34.0,-119130.91043555888
2015-12-28,1000000.0,1577006.7584039834,MTM,725289.4254954505,34.0,-148248.667091467
2015-12-29,1000000.0,1718770.3872980587,MTM,725289.4254954505,34.0,-6485.038197391954
2015-12-30,1000000.0,1621494.814337179,MTM,725289.4254954505,34.0,-103760.61115827126
2015-12-31,1000000.0,1495554.2960274876,MTM,725289.4254954505,34.0,-229701.129467963
2016-01-04,1000000.0,1292702.9043216188,MTM,725289.4254954505,34.0,-432552.52117383154
2016-01-05,1000000.0,1318966.835613268,MTM,725289.4254954505,34.0,-406288.5898821824
2016-01-06,1000000.0,1147437.8930591238,MTM,725289.4254954505,34.0,-577817.5324363268
2016-01-07,1000000.0,841538.3559464633,MTM,725289.4254954505,34.0,-883717.0695489872
