,base,equity,message,realised_pnl,total_commission,unrealised_pnl
2013-09-30,1000000.0,1266390.2343426412,MTM,-836590.982392462,22.0,1103003.216735103
2013-10-01,1000000.0,1334091.3199056592,MTM,-836590.982392462,22.0,1170704.3022981212
2013-10-02,1000000.0,1328403.3761212071,MTM,-836590.982392462,22.0,1165016.3585136689
2013-10-03,1000000.0,1251843.1811382538,MTM,-836590.982392462,22.0,1088456.1635307157
2013-10-04,1000000.0,1311440.3165649343,MTM,-836590.982392462,22.0,1148053.2989573965
2013-10-07,1000000.0,1239057.7518327937,MTM,-836590.982392462,22.0,1075670.7342252557
2013-10-08,1000000.0,1135013.9216779226,MTM,-836590.982392462,22.0,971626.9040703846
2013-10-09,1000000.0,1139796.167610574,MTM,-836590.982392462,22.0,976409.150003036
2013-10-10,1000000.0,1321809.7395185097,MTM,-836590.982392462,22.0,1158422.7219109717
2013-10-11,1000000.0,1375366.2349044988,MTM,-836590.982392462,22.0,1211979.2172969605
2013-10-14,1000000.0,1410299.4377597962,MTM,-836590.982392462,22.0,1246912.4201522581
2013-10-15,1000000.0,1349494.299157173,MTM,-836590.982392462,22.0,1186107.2815496349
2013-10-16,1000000.0,1467682.1003616494,MTM,-836590.982392462,22.0,1304295.0827541114
2013-10-17,1000000.0,1526121.613477373,MTM,-836590.982392462,22.0,1362734.595869835
2013-10-18,1000000.0,1583252.356653628,MTM,-836590.982392462,22.0,1419865.33904609
2013-10-21,1000000.0,1584057.896802212,MTM,-836590.982392462,22.0,1420670.8791946743
2013-10-22,1000000.0,1634443.8456801432,MTM,-836590.982392462,22.0,1471056.8280726052
2013-10-23,1000000.0,1592715.4676615344,MTM,-836590.982392462,22.0,1429328.4500539962
2013-10-24,1000000.0,1621356.1060169847,MTM,-836590.982392462,22.0,1457969.0884094466
2013-10-25,1000000.0,1660114.8619942786,MTM,-836590.982392462,22.0,1496727.8443867406
2013-10-28,1000000.0,1671893.2075569853,MTM,-836590.982392462,22.0,1508506.1899494473
2013-10-29,1000000.0,1721423.2303877887,MTM,-836590.982392462,22.0,1558036.2127802507
2013-10-30,1000000.0,1677933.8475976773,MTM,-836590.982392462,22.0,1514546.8299901392
2013-10-31,1000000.0,1643856.5707895062,MTM,-836590.982392462,22.0,1480469.5531819682
2013-11-01,1000000.0,1669527.5871036425,MTM,-836590.982392462,22.0,1506140.5694961045
2013-11-04,1000000.0,1701188.8525263732,MTM,-836590.982392462,22.0,1537801.834918835
2013-11-05,1000000.0,1676221.9955034242,MTM,-836590.982392462,22.0,1512834.9778958862
2013-11-06,1000000.0,1714074.4345014924,MTM,-836590.982392462,22.0,1550687.4168939544
2013-11-07,1000000.0,1596591.4016485158,MTM,-836590.982392462,22.0,1433204.3840409778
2013-11-08,1000000.0,1714678.436089465,MTM,-836590.982392462,22.0,1551291.418481927
2013-11-11,1000000.0,1721121.539157515,MTM,-836590.982392462,22.0,1557734.521549977
2013-11-12,1000000.0,1699980.2302230066,MTM,-836590.982392462,22.0,1536593.2126154688
2013-11-13,1000000.0,1772010.717826332,MTM,-836590.982392462,22.0,1608623.7002187937
2013-11-14,1000000.0,1815399.9479467822,MTM,-836590.982392462,22.0,1652012.9303392444
2013-11-15,1000000.0,1853453.9305390203,MTM,-836590.982392462,22.0,1690066.9129314825
2013-11-18,1000000.0,1819980.6553188208,MTM,-836590.982392462,22.0,1656593.6377112828
2013-11-19,1000000.0,1801557.668127451,MTM,-836590.982392462,22.0,1638170.6505199128
2013-11-20,1000000.0,1768839.5521908486,MTM,-836590.982392462,22.0,1605452.5345833108
2013-11-21,1000000.0,1841725.3517474337,MTM,-836590.982392462,22.0,1678338.3341398954
2013-11-22,1000000.0,1886574.5095029818,MTM,-836590.982392462,22.0,1723187.4918954438
2013-11-25,1000000.0,1875097.850136992,MTM,-836590.982392462,22.0,1711710.832529454
2013-11-26,1000000.0,1876457.0110085611,MTM,-836590.982392462,22.0,1713069.993401023
2013-11-27,1000000.0,1899007.2425522013,MTM,-836590.982392462,22.0,1735620.224944663
2013-11-29,1000000.0,1891859.9902600748,MTM,-836590.982392462,22.0,1728472.9726525368
2013-12-02,1000000.0,1867145.0526627246,MTM,-836590.982392462,22.0,1703758.0350551864
2013-12-03,1000000.0,1838202.1039495766,MTM,-836590.982392462,22.0,1674815.0863420386
2013-12-04,1000000.0,1826423.7583868708,MTM,-836590.982392462,22.0,1663036.7407793328
2013-12-05,1000000.0,1787262.5393822188,MTM,-836590.982392462,22.0,1623875.5217746808
2013-12-06,1000000.0,1888235.3616048237,MTM,-836590.982392462,22.0,1724848.3439972857
2013-12-09,1000000.0,1904745.5722351954,MTM,-836590.982392462,22.0,1741358.5546276574
2013-12-10,1000000.0,1875802.623522048,MTM,-836590.982392462,22.0,1712415.6059145096
2013-12-11,1000000.0,1773117.9542387454,MTM,-836590.982392462,22.0,1609730.9366312074
2013-12-12,1000000.0,1739292.6018897295,MTM,-836590.982392462,22.0,1575905.5842821917
2013-12-13,1000000.0,1738386.289944061,MTM,-836590.982392462,22.0,1574999.272336523
2013-12-16,1000000.0,1794863.259727669,MTM,-836590.982392462,22.0,1631476.2421201312
2013-12-17,1000000.0,1766977.1615283927,MTM,-836590.982392462,22.0,1603590.143920855
2013-12-18,1000000.0,1916222.2265676274,MTM,-836590.982392462,22.0,1752835.2089600894
2013-12-19,1000000.0,1910936.7508440912,MTM,-836590.982392462,22.0,1747549.7332365534
2013-12-20,1000000.0,1954829.2107554278,MTM,-836590.982392462,22.0,1791442.1931478898
2013-12-23,1000000.0,2003503.9216329716,MTM,-836590.982392462,22.0,1840116.9040254336
2013-12-24,1000000.0,2030332.5552245094,MTM,-836590.982392462,22.0,1866945.5376169714
2013-12-26,1000000.0,2074124.8674997417,MTM,-836590.982392462,22.0,1910737.849892204
2013-12-27,1000000.0,2071004.0827292446,MTM,-836590.982392462,22.0,1907617.0651217063
2013-12-30,1000000.0,2069342.6165335346,MTM,-836590.982392462,22.0,1905955.5989259968
2013-12-31,1000000.0,2106037.4382542036,MTM,-836590.982392462,22.0,1942650.4206466659
2014-01-02,1000000.0,2023587.7609261852,MTM,-836590.982392462,22.0,1860200.7433186474
2014-01-03,1000000.0,2020517.367087787,MTM,-836590.982392462,22.0,1857130.349480249
2014-01-06,1000000.0,1997363.1339561758,MTM,-836590.982392462,22.0,1833976.1163486377
2014-01-07,1000000.0,2053285.8689229311,MTM,-836590.982392462,22.0,1889898.851315393
2014-01-08,1000000.0,2051322.70646339,MTM,-836590.982392462,22.0,1887935.6888558518
2014-01-09,1000000.0,2054544.257997416,MTM,-836590.982392462,22.0,1891157.240389878
2014-01-10,1000000.0,2075886.4863651134,MTM,-836590.982392462,22.0,1912499.4687575754
2014-01-13,1000000.0,1959258.7654653955,MTM,-836590.982392462,22.0,1795871.7478578573
2014-01-14,1000000.0,2058319.42522087,MTM,-836590.982392462,22.0,1894932.407613332
2014-01-15,1000000.0,2106138.2100512884,MTM,-836590.982392462,22.0,1942751.1924437503
2014-01-16,1000000.0,2093604.7052049832,MTM,-836590.982392462,22.0,1930217.6875974454
2014-01-17,1000000.0,2057413.113275201,MTM,-836590.982392462,22.0,1894026.0956676633
2014-01-21,1000000.0,2083084.743683206,MTM,-836590.982392462,22.0,1919697.7260756677
2014-01-22,1000000.0,2088419.991211418,MTM,-836590.982392462,22.0,1925032.9736038803
2014-01-23,1000000.0,2005869.5471198712,MTM,-836590.982392462,22.0,1842482.5295123332
2014-01-24,1000000.0,1813739.0958449394,MTM,-836590.982392462,22.0,1650352.0782374016
2014-01-27,1000000.0,1769796.2500350596,MTM,-836590.982392462,22.0,1606409.2324275216
2014-01-28,1000000.0,1824863.0589546887,MTM,-836590.982392462,22.0,1661476.0413471507
2014-01-29,1000000.0,1732748.7320581507,MTM,-836590.982392462,22.0,1569361.714450613
2014-01-30,1000000.0,1833369.4721183842,MTM,-836590.982392462,22.0,1669982.454510846
2014-01-31,1000000.0,1774980.3449012013,MTM,-836590.982392462,22.0,1611593.3272936633
2014-02-03,1000000.0,1570114.8502193522,MTM,-836590.982392462,22.0,1406727.832611814
2014-02-04,1000000.0,1637111.1623973143,MTM,-836590.982392462,22.0,1473724.1447897763
2014-02-05,1000000.0,1619192.024124255,MTM,-836590.982392462,22.0,1455805.006516717
2014-02-06,1000000.0,1728873.4121650364,MTM,-836590.982392462,22.0,1565486.3945574982
2014-02-07,1000000.0,1847614.8340924978,MTM,-836590.982392462,22.0,1684227.8164849596
2014-02-10,1000000.0,1861809.1910406454,MTM,-836590.982392462,22.0,1698422.173433107
2014-02-11,1000000.0,1962027.4680735199,MTM,-836590.982392462,22.0,1798640.450465982
2014-02-12,1000000.0,1959561.0758230938,MTM,-836590.982392462,22.0,1796174.058215556
2014-02-13,1000000.0,2012765.494080265,MTM,-836590.982392462,22.0,1849378.4764727268
2014-02-14,1000000.0,2057061.0361463856,MTM,-836590.982392462,22.0,1893674.0185388473
2014-02-18,1000000.0,2067782.5362287774,MTM,-836590.982392462,22.0,1904395.5186212393
2014-02-19,1000000.0,2007329.4747549687,MTM,-836590.982392462,22.0,1843942.4571474309
2014-02-20,1000000.0,2062849.7466943664,MTM,-836590.982392462,22.0,1899462.7290868282
2014-02-21,1000000.0,2045081.1469895095,MTM,-836590.982392462,22.0,1881694.1293819717
2014-02-24,1000000.0,2102262.27103075,MTM,-836590.982392462,22.0,1938875.2534232119
2014-02-25,1000000.0,2089728.766184445,MTM,-836590.982392462,22.0,1926341.748576907
2014-02-26,1000000.0,2089930.304745058,MTM,-836590.982392462,22.0,1926543.28713752
2014-02-27,1000000.0,2135886.6989130205,MTM,-836590.982392462,22.0,1972499.6813054825
2014-02-28,1000000.0,2161859.4064574307,MTM,-836590.982392462,22.0,1998472.3888498927
2014-03-03,1000000.0,2092799.1600228436,MTM,-836590.982392462,22.0,1929412.1424153056
2014-03-04,1000000.0,2234645.0483107977,MTM,-836590.982392462,22.0,2071258.0307032596
2014-03-05,1000000.0,2234141.818519911,MTM,-836590.982392462,22.0,2070754.8009123728
2014-03-06,1000000.0,2250349.718792585,MTM,-836590.982392462,22.0,2086962.7011850472
2014-03-07,1000000.0,2255433.660989066,MTM,-836590.982392462,22.0,2092046.643381528
2014-03-10,1000000.0,2251054.492177642,MTM,-836590.982392462,22.0,2087667.474570104
2014-03-11,1000000.0,2203034.1687866095,MTM,-836590.982392462,22.0,2039647.1511790715
2014-03-12,1000000.0,2205903.0240643946,MTM,-836590.982392462,22.0,2042516.0064568568
2014-03-13,1000000.0,2095869.5588947977,MTM,-836590.982392462,22.0,1932482.5412872597
2014-03-14,1000000.0,2069644.926891232,MTM,-836590.982392462,22.0,1906257.909283694
2014-03-17,1000000.0,2158738.626720489,MTM,-836590.982392462,22.0,1995351.609112951
2014-03-18,1000000.0,2226289.1737153055,MTM,-836590.982392462,22.0,2062902.1561077673
2014-03-19,1000000.0,2168504.0480860937,MTM,-836590.982392462,22.0,2005117.0304785557
2014-03-20,1000000.0,2225081.1705393638,MTM,-836590.982392462,22.0,2061694.1529318257
2014-03-21,1000000.0,2197446.9967992418,MTM,-836590.982392462,22.0,2034059.9791917037
2014-03-24,1000000.0,2151741.907963011,MTM,-836590.982392462,22.0,1988354.890355473
2014-03-25,1000000.0,2192916.67029219,MTM,-836590.982392462,22.0,2029529.6526846518
2014-03-26,1000000.0,2127178.747188712,MTM,-836590.982392462,22.0,1963791.729581174
2014-03-27,1000000.0,2109460.5283488417,MTM,-836590.982392462,22.0,1946073.510741304
2014-03-28,1000000.0,2152648.21990868,MTM,-836590.982392462,22.0,1989261.2023011416
2014-03-31,1000000.0,2226742.022641205,MTM,-836590.982392462,22.0,2063355.0050336674
2014-04-01,1000000.0,2293084.566460078,MTM,-836590.982392462,22.0,2129697.54885254
2014-04-02,1000000.0,2320165.1194772134,MTM,-836590.982392462,22.0,2156778.1018696753
2014-04-03,1000000.0,2309443.6244283793,MTM,-836590.982392462,22.0,2146056.6068208413
2014-04-04,1000000.0,2190248.7394811492,MTM,-836590.982392462,22.0,2026861.7218736114
2014-04-07,1000000.0,2089326.303157087,MTM,-836590.982392462,22.0,1925939.285549549
2014-04-08,1000000.0,2124158.1201214325,MTM,-836590.982392462,22.0,1960771.1025138942
2014-04-09,1000000.0,2225937.096586489,MTM,-836590.982392462,22.0,2062550.078978951
2014-04-10,1000000.0,2029124.5520485658,MTM,-836590.982392462,22.0,1865737.5344410278
2014-04-11,1000000.0,1941590.9325240673,MTM,-836590.982392462,22.0,1778203.9149165296
2014-04-14,1000000.0,2016691.813965791,MTM,-836590.982392462,22.0,1853304.7963582529
2014-04-15,1000000.0,2078956.880203512,MTM,-836590.982392462,22.0,1915569.862595974
2014-04-16,1000000.0,2176255.921093615,MTM,-836590.982392462,22.0,2012868.903486077
2014-04-17,1000000.0,2189040.736305208,MTM,-836590.982392462,22.0,2025653.7186976701
2014-04-21,1000000.0,2224477.1689513912,MTM,-836590.982392462,22.0,2061090.1513438534
2014-04-22,1000000.0,2263034.3813345167,MTM,-836590.982392462,22.0,2099647.3637269787
2014-04-23,1000000.0,2242094.615994177,MTM,-836590.982392462,22.0,2078707.598386639
2014-04-24,1000000.0,2258302.5162668517,MTM,-836590.982392462,22.0,2094915.4986593134
2014-04-25,1000000.0,2181742.3212838974,MTM,-836590.982392462,22.0,2018355.3036763594
2014-04-28,1000000.0,2212094.8167671575,MTM,-836590.982392462,22.0,2048707.7991596195
2014-04-29,1000000.0,2256892.9745302945,MTM,-836590.982392462,22.0,2093505.9569227567
2014-04-30,1000000.0,2285181.5357569302,MTM,-836590.982392462,22.0,2121794.518149392
2014-05-01,1000000.0,2283822.994012785,MTM,-836590.982392462,22.0,2120435.976405247
2014-05-02,1000000.0,2271037.564707325,MTM,-836590.982392462,22.0,2107650.547099787
2014-05-05,1000000.0,2288755.7785136392,MTM,-836590.982392462,22.0,2125368.760906101
2014-05-06,1000000.0,2203487.01771251,MTM,-836590.982392462,22.0,2040100.000104972
2014-05-07,1000000.0,2256288.972942325,MTM,-836590.982392462,22.0,2092901.9553347868
2014-05-08,1000000.0,2243302.6191701195,MTM,-836590.982392462,22.0,2079915.6015625815
2014-05-09,1000000.0,2257648.128780338,MTM,-836590.982392462,22.0,2094261.1111728
2014-05-12,1000000.0,2349108.0681903614,MTM,-836590.982392462,22.0,2185721.0505828233
2014-05-13,1000000.0,2353134.545779104,MTM,-836590.982392462,22.0,2189747.528171566
2014-05-14,1000000.0,2308235.616218881,MTM,-836590.982392462,22.0,2144848.598611343
2014-05-15,1000000.0,2219242.074092841,MTM,-836590.982392462,22.0,2055855.0564853027
2014-05-16,1000000.0,2254527.3490433972,MTM,-836590.982392462,22.0,2091140.3314358594
2014-05-19,1000000.0,2290869.4795413814,MTM,-836590.982392462,22.0,2127482.4619338433
2014-05-20,1000000.0,2229208.4148916313,MTM,-836590.982392462,22.0,2065821.3972840935
2014-05-21,1000000.0,2305718.8380699116,MTM,-836590.982392462,22.0,2142331.8204623736
2014-05-22,1000000.0,2328168.302850022,MTM,-836590.982392462,22.0,2164781.285242484
2014-05-23,1000000.0,2368638.2917941464,MTM,-836590.982392462,22.0,2205251.2741866084
2014-05-27,1000000.0,2425920.187632471,MTM,-836590.982392462,22.0,2262533.170024933
2014-05-28,1000000.0,2415198.6875500795,MTM,-836590.982392462,22.0,2251811.6699425415
2014-05-29,1000000.0,2466792.639603952,MTM,-836590.982392462,22.0,2303405.621996414
2014-05-30,1000000.0,2484611.011113483,MTM,-836590.982392462,22.0,2321223.993505945
2014-06-02,1000000.0,2491658.115769504,MTM,-836590.982392462,22.0,2328271.098161966
2014-06-03,1000000.0,2487983.7153095775,MTM,-836590.982392462,22.0,2324596.6977020395
2014-06-04,1000000.0,2506305.93573742,MTM,-836590.982392462,22.0,2342918.918129882
2014-06-05,1000000.0,2569627.8524890128,MTM,-836590.982392462,22.0,2406240.8348814747
2014-06-06,1000000.0,2614829.0873733773,MTM,-836590.982392462,22.0,2451442.0697658393
2014-06-09,1000000.0,2624040.893049552,MTM,-836590.982392462,22.0,2460653.875442014
2014-06-10,1000000.0,2621624.8816641113,MTM,-836590.982392462,22.0,2458237.8640565732
2014-06-11,1000000.0,2586893.2224029824,MTM,-836590.982392462,22.0,2423506.2047954444
2014-06-12,1000000.0,2517530.665610698,MTM,-836590.982392462,22.0,2354143.64800316
2014-06-13,1000000.0,2547983.9278574856,MTM,-836590.982392462,22.0,2384596.9102499476
2014-06-16,1000000.0,2556138.263892365,MTM,-836590.982392462,22.0,2392751.246284827
2014-06-17,1000000.0,2577329.3395979907,MTM,-836590.982392462,22.0,2413942.3219904527
2014-06-18,1000000.0,2652782.298168531,MTM,-836590.982392462,22.0,2489395.280560993
2014-06-19,1000000.0,2665366.188913378,MTM,-836590.982392462,22.0,2501979.17130584
2014-06-20,1000000.0,2682430.0202667345,MTM,-836590.982392462,22.0,2519043.0026591965
2014-06-23,1000000.0,2681121.2452937076,MTM,-836590.982392462,22.0,2517734.2276861696
2014-06-24,1000000.0,2617547.40408296,MTM,-836590.982392462,22.0,2454160.386475422
2014-06-25,1000000.0,2665618.113372533,MTM,-836590.982392462,22.0,2502231.095764995
2014-06-26,1000000.0,2653990.3063780293,MTM,-836590.982392462,22.0,2490603.2887704913
2014-06-27,1000000.0,2672815.7565967576,MTM,-836590.982392462,22.0,2509428.7389892195
2014-06-30,1000000.0,2669141.356136832,MTM,-836590.982392462,22.0,2505754.338529294
2014-07-01,1000000.0,2735030.4369359366,MTM,-836590.982392462,22.0,2571643.4193283985
2014-07-02,1000000.0,2741574.3067675154,MTM,-836590.982392462,22.0,2578187.2891599773
2014-07-03,1000000.0,2796037.114099173,MTM,-836590.982392462,22.0,2632650.096491635
2014-07-07,1000000.0,2756826.1283234013,MTM,-836590.982392462,22.0,2593439.1107158633
2014-07-08,1000000.0,2686658.036416089,MTM,-836590.982392462,22.0,2523271.018808551
2014-07-09,1000000.0,2732564.044685508,MTM,-836590.982392462,22.0,2569177.02707797
2014-07-10,1000000.0,2691541.054145825,MTM,-836590.982392462,22.0,2528154.036538287
2014-07-11,1000000.0,2706087.4882227886,MTM,-836590.982392462,22.0,2542700.4706152505
2014-07-14,1000000.0,2754057.4307488347,MTM,-836590.982392462,22.0,2590670.4131412967
2014-07-15,1000000.0,2734829.512469191,MTM,-836590.982392462,22.0,2571442.494861653
2014-07-16,1000000.0,2776557.2763939314,MTM,-836590.982392462,22.0,2613170.2587863933
2014-07-17,1000000.0,2658520.6278515253,MTM,-836590.982392462,22.0,2495133.6102439873
2014-07-18,1000000.0,2759694.9886347433,MTM,-836590.982392462,22.0,2596307.971027205
2014-07-21,1000000.0,2736591.1363681187,MTM,-836590.982392462,22.0,2573204.1187605807
2014-07-22,1000000.0,2786423.4645230635,MTM,-836590.982392462,22.0,2623036.4469155255
2014-07-23,1000000.0,2803940.1448023217,MTM,-836590.982392462,22.0,2640553.1271947837
2014-07-24,1000000.0,2808822.5434046327,MTM,-836590.982392462,22.0,2645435.5257970947
2014-07-25,1000000.0,2760298.990222715,MTM,-836590.982392462,22.0,2596911.972615177
2014-07-28,1000000.0,2763168.459594368,MTM,-836590.982392462,22.0,2599781.44198683
2014-07-29,1000000.0,2718067.377379664,MTM,-836590.982392462,22.0,2554680.359772126
2014-07-30,1000000.0,2718671.3789676353,MTM,-836590.982392462,22.0,2555284.3613600973
2014-07-31,1000000.0,2520349.754117366,MTM,-836590.982392462,22.0,2356962.736509828
2014-08-01,1000000.0,2492564.422681616,MTM,-836590.982392462,22.0,2329177.405074078
2014-08-04,1000000.0,2562228.6707041743,MTM,-836590.982392462,22.0,2398841.6530966363
2014-08-05,1000000.0,2467698.337455753,MTM,-836590.982392462,22.0,2304311.3198482147
2014-08-06,1000000.0,2467849.490117823,MTM,-836590.982392462,22.0,2304462.4725102847
2014-08-07,1000000.0,2414141.22294234,MTM,-836590.982392462,22.0,2250754.205334802
2014-08-08,1000000.0,2524980.233294077,MTM,-836590.982392462,22.0,2361593.215686539
2014-08-11,1000000.0,2551809.480979483,MTM,-836590.982392462,22.0,2388422.463371945
2014-08-12,1000000.0,2535852.8860385395,MTM,-836590.982392462,22.0,2372465.8684310014
2014-08-13,1000000.0,2601137.9652496725,MTM,-836590.982392462,22.0,2437750.9476421345
2014-08-14,1000000.0,2643722.2693154067,MTM,-836590.982392462,22.0,2480335.2517078687
2014-08-15,1000000.0,2643118.2677274356,MTM,-836590.982392462,22.0,2479731.2501198975
2014-08-18,1000000.0,2727077.639461669,MTM,-836590.982392462,22.0,2563690.621854131
2014-08-19,1000000.0,2776708.434089559,MTM,-836590.982392462,22.0,2613321.416482021
